OBJECTID,A_NUMBER,A_TYPE,A_DATE,A_STATUS,A_STATUS_DATE,A_PROJECT_NAME,A_DESCRIPTION,A_USER_ID,A_CASE_PLANNER,CODE,DESCR,CODE_1,DESCR_1,USER_NAME,EMAIL,ORIG_FID,CreationDate,Creator,EditDate,Editor,x,y
299,D1600010,PL_MINSP,1/19/2016 2:02:29 PM,APP,11/23/2016 9:18:09 AM,Crown Honda of Southpoint,Automotive collision center.,DCULTRA,ANDREWLE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Andrew Lester,Andrew.Lester@durhamnc.gov,299,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2013884.85983698,785125.519140601
309,D2200181,PL_MINSP,6/7/2022 1:32:06 PM,APP,5/16/2023 8:39:16 AM,GTH Owner LLC ,33 new town home lots with garages and mail kiosk with parking ,COLERE,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,309,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2031781.37663385,819876.207031235
322,D1600079,PL_MINSP,3/8/2016 1:19:13 PM,APP,2/24/2017 4:00:09 PM,Forest History Society,"19,740 sq. ft. Community Service building (library with accessory office)",PWTEMP,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,322,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2017470.31491511,809506.722265601
337,D2300150,PL_MINSP,6/7/2023 10:24:08 AM,APP,10/22/2024 3:27:31 PM,Hope Crossing II,"32 single family units on small lots and 23 townhomes with associated streets, sidewalks, grading, water, sewer, stormwater management and landscaping. ",TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,337,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045835.87077448,818509.494921863
341,D0800024,PL_SSP_SM,1/28/2008 9:53:16 AM,APP,1/28/2008 10:00:29 AM,SunCom/Glasson Collocate,Collocate on existing cell tower on 8 acre tract,JEANETTEBR,DDOTY,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Dennis Doty,Dennis.Doty@durhamnc.gov,341,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2012696.0914776,819905.782031238
344,D0900216,PL_SSP_SM,9/21/2009 9:41:10 AM,APP,1/20/2010 8:12:53 AM,Alexander Industrial Park-Stockpile Areas,Addition of three temporary soil stockpiles on 82 acres ,KYLETA,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,344,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2052781.32702447,787972.639062479
347,D2300241,PL_MINSP,10/19/2023 2:21:25 PM,APP,7/31/2024 3:00:07 PM,Infinity Event Center,To receive approval for change of use. ,COLERE,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,347,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2052347.12507136,797894.015624985
350,COA2200079,PL_MJ_COA,11/1/2022 12:00:00 AM,AP_CON,5/11/2023 4:40:58 PM,216 & 218 Rigsbee Ave - New Construction and Site Work,"Streeet level commercial storefront, residential apartments and integration of solar panels and smart technology.",KROSENBERG,SWHITEMAN,AP_CON,Approved With Conditions,PL_MJ_COA,Major COA,Scott Whiteman,Scott.Whiteman@durhamnc.gov,350,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029678.1149151,818005.358984351
352,D1300342,PL_MINSP,11/19/2013 2:02:50 PM,APP,1/27/2014 1:46:34 PM,Merck UIR Improvements,"Potable water and fire tank with associated utility work. Expand energy center, Hazmat Shed and alcohol shed with associated site improvements. Add propane tank and monitoring manhole.",BRYANTGR,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,352,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045935.84694636,858353.54101561
357,D0900068,PL_MINSP,3/16/2009 11:15:42 AM,APP,9/22/2009 2:40:01 PM,Cedar Terrace Sidewalk Alternate Location,"Site Plan Amendment to D07-155 to re-locate 245 linear feet of approved public sidewalk at 3333 Chapel Hill Blvd to an alternate location at 3809 and 3905 University Dr., move 2nd Cedar Terrace walk 7ft off curb, remove ret. wall, modify preserved tree coverage",DACIARE,JMORRIS,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,357,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2015902.6149151,808283.655078113
359,D1300270,PL_SSP_SM,9/17/2013 12:05:34 PM,APP,4/11/2014 4:06:06 PM,Voyager Academy Student Activities Center,Ballfields with associated restoom and parking facilities supporting existing Voyager Academy High School on 50.173 acres zoned IL and F/J-B,TSPARROW,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,359,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2042372.98874323,819624.196484357
361,COA2200074,PL_MJ_COA,10/26/2022 12:00:00 AM,AP_CON,9/25/2024 4:38:44 PM,814 Clarendon St - Demolition,Demolish the existing structure located at 814 Clarendon St,KROSENBERG,KROSENBERG,AP_CON,Approved With Conditions,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,361,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2024262.74577448,822915.107812479
368,Z2100017,D_REZ,4/12/2021 12:00:00 AM,APP,7/25/2023 3:47:36 PM,5202 Garrett Road,RS-M(D) with a limitation for Townhouse development only,JOANNEG,LEIGHALA,APP,Approved,D_REZ,Zoning Map Change,Leigha Larkins,Leigha.Larkins@durhamnc.gov,368,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2008954.56530572,800332.968359351
369,Z1800003,D_REZ,2/12/2018 12:00:00 AM,APP,9/18/2018 11:48:01 AM,AAA Storage,Rezoning request from IL and RS-20 (F/J-B) to IL(D) for the expansion of a self-storage facility.  The self storage is currently there.  Annexation of PID 168325  ,JOANNEG,JAMIESUN,APP,Approved,D_REZ,Zoning Map Change,,,369,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2046711.62975885,820136.012499988
382,D0800053,PL_MINSP,3/13/2008 11:17:12 AM,APP,10/29/2009 9:17:48 AM,New Red Mountain Missionary Baptist Church Fellowship Hall Addition,"5,500sf fellowship hall and parking for existing church assembly area on combined 5.82 acre x 2 parcel tract.  Includes impervious swap with a 3rd church owned tract - PIN 0920-04-70-3256",LEEDA,JMORRIS,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,382,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2027346.62858698,900223.820312485
391,D0900152,PL_MINSP,6/25/2009 5:01:55 PM,APP,1/26/2010 11:11:44 AM,3306 Old Chapel Hill Road,parking lot addition for 0.75 acre site for change of use to community service building in RS-8 district,DACIARE,GSHERRON,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,391,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2015482.40202448,805983.284374982
411,COA0800050,PL_MJ_COA,9/17/2008 1:45:55 PM,AP_CON,11/4/2008 11:44:09 AM,1911 West Club Boulevard Restoration/Addition,Renovation and addition fire damaged house,SCRUSE,,AP_CON,Approved With Conditions,PL_MJ_COA,Major COA,,,411,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2023251.64577448,825082.218749985
417,D1800246,PL_MAJSP,7/17/2018 10:33:34 AM,APP,8/29/2019 2:06:43 PM,Towerview Business Center,construction of 2 story office building and associated structure,TERRIEL,COURTNEYMC,APP,Approved,PL_MAJSP,Major Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,417,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2046733.3992901,776276.026562482
418,Z1000015,D_REZ,11/8/2010 2:26:01 PM,APP,5/18/2011 2:45:38 PM,Erwin Square Multi-Family,"300-315 multifamily residential units with parking deck, internal recreation facility, pool, courtyards and landscaped gardens",JOANNEG,AWOLFF,APP,Approved,D_REZ,Zoning Map Change,Amy Wolff,Amy.Wolff@durhamnc.gov,418,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2022051.33757135,821585.757421851
422,D1100216,PL_MINSP,11/1/2011 9:23:57 AM,APP,2/29/2012 4:20:42 PM,Carolina Vein Center,"Renovation of existing office building reduces impervious surface area and adds 1,985 sq ft of building addition zoned OI(D) and F/J-B, and located at 5309 Highgate Drive",DACIARE,MSTOCK,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Michael Stock,Michael.Stock@durhamnc.gov,422,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2017423.87819636,786385.578515604
425,D0900047,PL_MINSP,3/2/2009 1:18:08 PM,APP,10/8/2009 10:47:32 AM,Parkwood Volunteer Fire Department Expansion,194 s.f. expansion to existing 2133 s.f. government facility (fire station) on .77 acres,JEANETTEBR,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,425,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2004440.14850886,797298.32226561
435,Z2000030,D_REZ,8/10/2020 12:00:00 AM,APP,10/18/2022 3:11:18 PM,Courtyard at Doc Nichols ,166 units,COLERE,BROOKEGA,APP,Approved,D_REZ,Zoning Map Change,Brooke Ganser,Brooke.Ganser@durhamnc.gov,435,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2060495.04421198,799352.486718729
436,COA1300129,PL_MJ_COA,12/4/2013 12:00:00 AM,APP,1/14/2014 10:17:52 AM,1223 Shepherd St - New Construction Amendment,Amendment to COA1300008 - change in design for new house construction ,BDOBRZENSKI,HJACOBSON,APP,Approved,PL_MJ_COA,Major COA,,,436,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025787.69421197,814381.923046857
438,COA1000003,PL_MJ_COA,1/12/2010 2:12:35 PM,APP,2/2/2010 5:29:28 PM,Kimley Horn & Associates - Projecting Sign,,LMILLER,LMILLER,APP,Approved,PL_MJ_COA,Major COA,Lisa Miller,Lisa.Miller@durhamnc.gov,438,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029653.0321026,817338.427343726
440,Z1900029,D_REZ,7/2/2019 1:57:53 PM,APP,2/10/2021 8:30:52 PM,NCCU School of Business,Rezone from RU-5 and RU-5(2) to UC-2 for proposed NCCU School of Business,JOANNEG,MSTOCK,APP,Approved,D_REZ,Zoning Map Change,Michael Stock,Michael.Stock@durhamnc.gov,440,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2031440.67663385,810231.217578113
446,D1700040,PL_MINSP,2/7/2017 8:09:07 AM,APP,7/21/2017 7:44:20 AM,Garrett Ridge Multifamily Community Access Drive,Add a driveway connection between the residential developments.,LEEDA,AWOLFF,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Amy Wolff,Amy.Wolff@durhamnc.gov,446,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2008478.10319635,800969.578515604
453,Z2300007,D_REZ,3/16/2023 12:54:02 PM,APP,2/19/2024 11:19:09 PM,1339 Cole Mill Road,Rezone from RS-20 to RS-M with no development plan,JOANNEG,ALEXCA,APP,Approved,D_REZ,Zoning Map Change,Alex Cahill,Alex.Cahill@durhamnc.gov,453,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2013401.12546198,829627.500781238
459,D1300165,PL_SSP_SM,6/11/2013 10:42:46 AM,APP,3/6/2014 4:51:42 PM,Feeling Great Sleep Med Center Expansion,"864 sq ft expansion of existing medical center; 4073 sq ft new physical therapy center, replacement and expansion of existing parking spaces.",DACIARE,LHODGES,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,459,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029041.49538386,834768.660156235
464,D1300261,PL_SSP_SM,9/3/2013 10:36:19 AM,APP,2/4/2014 2:33:38 PM,Duke University Power House,"Interior building renovations, new drive aisle, chiller unit, and dumpsters. ",LHODGES,LHODGES,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,464,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2027944.56764948,819093.66992186
471,D1700033,PL_MINSP,1/31/2017 2:42:54 PM,APP,7/6/2017 5:49:29 PM,The Town at Southpoint,48 townhomes.,LEEDA,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,471,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2024359.23679011,786250.110937476
474,COA1600081,PL_MJ_COA,8/4/2016 12:00:00 AM,APP,10/10/2016 10:17:58 AM,204 Rigsbee Ave - Modifications,Installation of raised skylight (clerestory) and wall outlets,KROSENBERG,KROSENBERG,APP,Approved,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,474,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029691.71257135,817907.53710936
479,D1900363,PL_MINSP,10/9/2019 8:49:10 AM,APP,7/21/2021 1:37:07 PM,Olive Branch West,"108 Single - Family lots, 2 stormwater ponds, and associated infrastructure. Pending Annexation Petition",LROBERTSON,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,479,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2063152.75046198,805755.479687482
481,D1000057,PL_SSP_SM,4/12/2010 10:53:15 AM,APP,7/23/2010 9:58:16 AM,Old Chapel Hill Road Park-Amendment II,Miscellaneous amendments to proposed park on 23.7 acres Zoned RS-20 in the Suburban Tier,JEANETTEBR,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,481,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2006174.16530573,799774.670703113
485,D1700294,PL_MINSP,8/29/2017 3:09:13 PM,APP,4/25/2018 9:15:32 AM,751 South Phase 1 Amendment,"Residential single family homes, attached townhomes, a small office and apartment building with a clubhouse.",ADDMGR,EMILYST,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Emily Struthers,Emily.Struthers@durhamnc.gov,485,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2012565.22155572,774997.651953101
491,D0900093,PL_SSP_SM,4/20/2009 10:41:29 AM,APP,6/29/2009 10:40:26 AM,Texas Roadhouse Washdown Pit,Addition of canopy over proposed grease washdown area at existing restaurant on 3 acres,DACIARE,DDOTY,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Dennis Doty,Dennis.Doty@durhamnc.gov,491,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2022977.17819636,829580.165234357
492,D1100055,PL_MINSP,3/17/2011 9:35:08 AM,APP,8/26/2011 9:16:17 AM,Montessori Children's House of Durham,Construction of preschool-elementary school buildings with associated vehicular and pedestrian circulation on a 6.44 acre site zoned RS-10; Suburban Tier; Cape Fear River Basin.,LEEDA,MSTOCK,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Michael Stock,Michael.Stock@durhamnc.gov,492,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2014048.78288385,810058.718749985
496,D1600098,PL_MINSP,3/29/2016 2:07:50 PM,APP,7/28/2016 9:05:44 AM,George Watts Montessori Landscape Improvements,"Landscape improvements, BMP installation at existing school",LEEDA,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,496,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2026582.09382136,821887.594921857
497,D1500121,PL_SSP_SM,5/12/2015 1:24:07 PM,APP,7/16/2015 11:26:22 AM,716 Fifteenth Street - Parking Addition,Conversion of existing house to office with new driveway and parking lot,LEEDA,EMILYST,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Emily Struthers,Emily.Struthers@durhamnc.gov,497,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2021143.00124323,822317.168359354
498,COA1300043,PL_MJ_COA,4/3/2013 1:09:05 PM,APP,5/8/2013 10:44:35 AM,1102 Ninth St - Restoration,Repair and restoration of property,HJACOBSON,HJACOBSON,APP,Approved,PL_MJ_COA,Major COA,,,498,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2023267.4352276,824632.749218732
506,D1700267,PL_MINSP,8/15/2017 10:02:40 AM,APP,2/16/2018 8:08:41 AM,Duke Regional Hospital Outpatient Mobile Tech Decks,Revised parking area to accomodate two (2) mobile tech docks for the outpatient area at Duke Regional Hospital.,DACIARE,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,506,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2028983.23014948,832134.567968726
521,Z1400021,D_REZ,9/5/2014 1:45:30 PM,APP,4/22/2015 12:53:00 PM,Hamilton Center II,allow retail and restaurant uses,JOANNEG,AWOLFF,APP,Approved,D_REZ,Zoning Map Change,Amy Wolff,Amy.Wolff@durhamnc.gov,521,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2011181.29929011,788706.332812488
524,COA1200069,PL_MJ_COA,7/30/2012 5:36:49 PM,APP,9/5/2012 4:13:21 PM,1004 Arnette Rear Addition,Construction of a new rear addition of approximately 500 square feet and rear deck of approximately 350 square feet,LMILLER,LMILLER,APP,Approved,PL_MJ_COA,Major COA,Lisa Miller,Lisa.Miller@durhamnc.gov,524,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025252.63913386,815735.269531235
532,D1000101,PL_MINSP,5/27/2010 12:00:00 AM,APP,8/27/2010 2:51:29 PM,Treyburn Nursing Center Addition,"2,773 square foot additon to existing 45,000 square foot nursing center on 10.06 acres zoned PDR 2.24 and F/J-B.",JEANETTEBR,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,532,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2041275.33757135,854931.360156238
537,D1300356,PL_SSP_SM,12/3/2013 2:54:04 PM,APP,4/24/2014 3:10:05 PM,Lowes Grove Track Improvements,"Repave track and add perimeter drainage for educational facility zoned OI, and located at 4418 S Alston Ave.",LHODGES,LHODGES,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,537,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2032300.94108698,783409.605078101
545,COA1400001,PL_MJ_COA,12/20/2013 12:00:00 AM,APP,2/6/2014 12:10:24 PM,1017 W Trinity - New Accessory Structure,Construction of an accessory building,GSMITH,KROSENBERG,APP,Approved,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,545,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2026718.31061824,820804.655859351
546,D2100205,PL_MINSP,7/15/2021 11:11:46 AM,APP,11/29/2021 12:33:10 PM,The Village at Ellis Crossing,"397,000 Total SF: Apartments (264 units), Accessory Uses, Retail uses.  Per D-Plan Z1500007",KIMRO,ROBINSH,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Robin Schultze,Robin.Schultze@durhamnc.gov,546,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2041977.79616511,797824.419531226
548,D1700334,PL_MINSP,10/24/2017 3:35:06 PM,APP,4/30/2018 4:31:30 PM,Lumley Road Townhomes,New townhome development. 93 lots.,AMANDAHO,EMILYST,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Emily Struthers,Emily.Struthers@durhamnc.gov,548,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2056754.39304011,791325.79101561
549,D1400239,PL_MINPP,8/5/2014 2:46:29 PM,APP,4/28/2015 4:40:34 PM,West Brier Townes at Alexander Park,252 townhouse lots and 23 open space lots,KYLETA,JENNIFERL,APP,Approved,PL_MINPP,Minor Preliminary Plat,Jennifer Leaf,Jennifer.Leaf@durhamnc.gov,549,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2052781.32702447,787972.639062479
550,D0900031,PL_MINSP,2/16/2009 10:56:24 AM,APP,8/28/2009 10:26:44 AM,North Durham Water Reclamation Facility Improvements,"Construct new UV disenfection basin, expand existing aeration basin,and make pavement improvements to existing wastewater treatment plant on 4.3 acres of a 149.8 acre site zoned IL and F/J-B.",LEEDA,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,550,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2041443.5914776,829158.035937488
555,D2100111,PL_MINSP,4/12/2021 3:17:04 PM,APP,3/15/2024 2:07:30 PM,Vintage Hill Subdivision,This is a residential subdivision of a 20.96 acre tract to a 49 single-family unit subdivision.,JESSICADO,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,555,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2039369.10593073,858756.975781232
556,D1900335,PL_MINSP,9/18/2019 2:42:34 PM,APP,2/18/2020 2:55:10 PM,308 w Corporation St,2 New townhouses on vacant infill lot,WBLALOCK,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,556,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029960.04694636,819718.966406226
559,D1300368,PL_MINSP,12/10/2013 3:07:09 PM,APP,6/25/2014 2:31:10 PM,Next Climb,"New rock climbing facility, associated parking and stormwater facility.",JOANNEG,LHODGES,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,559,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2037207.12780572,797907.99023436
573,D2200268,PL_MINSP,8/10/2022 5:51:34 PM,APP,11/22/2022 11:26:43 AM,Amazon RDU5 Guard House Amendment ,"Replace existing guard house and reduce scope of site improvements including new guard house to replace existing new crosswalks, striping, curbs and fence. ",JUSTINH,KEAGANSA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Keagan Sacripanti,Keagan.Sacripanti@durhamnc.gov,573,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2049954.53639948,790951.965624988
575,A1500013,PL_CPAA,9/21/2015 6:07:29 PM,APP,3/20/2019 2:26:42 PM,TW 55/ Multi-family,,COLERE,JWIGGINS,APP,Approved,PL_CPAA,Comprehensive Plan Map or Plan Amendment,Jacob Wiggins,jacob.wiggins@durhamnc.gov,575,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2032220.6305401,776266.230468735
576,Z1600031,D_REZ,10/10/2016 3:30:48 PM,APP,8/9/2017 1:24:21 PM,Carillon Assisted Living of North Durham,48 unit congregate care facility,JOHNRA,JAMIESUN,APP,Approved,D_REZ,Zoning Map Change,,,576,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2019606.79889949,843957.184765607
582,D1900127,PL_MINSP,5/2/2019 11:05:35 AM,APP,9/14/2021 5:22:52 PM,Oakridge ,"100,000 SF mixed use development with associated surface parking. Office, retail and restaurant.",TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,582,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2003696.05358697,804397.867578104
